MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,shap0,shap1,shap2,shap3,shap4,shap5,shap6,shap7,label
2.5213,42.0,3.8165548098434003,1.0917225950782998,1941.0,4.342281879194631,34.09,-118.22,-0.37897226,0.00150816,-0.055414487,0.016417094,0.014320063,-0.37554798,0.37787744,-0.12894097,1.5396857
2.48,36.0,3.4804878048780488,1.0121951219512195,1835.0,4.475609756097561,34.09,-118.22,-0.32832393,0.009667408,-0.040537994,0.011978767,0.024810864,-0.3190449,0.40448207,-0.15715352,1.6743172
2.8194,45.0,4.411522633744856,1.131687242798354,996.0,4.098765432098766,34.09,-118.22,-0.37041697,0.003752869,-0.1377126,0.01931954,-0.01187786,-0.35471502,0.4234215,-0.13937192,1.5008383
2.0476,41.0,2.720496894409938,1.2484472049689441,690.0,4.285714285714286,34.09,-118.23,-0.36764655,0.016254127,0.01654344,0.010619346,-0.014576813,-0.32895717,0.42862558,-0.14424281,1.6850581
4.6528,47.0,4.335820895522388,0.8768656716417911,781.0,2.9141791044776117,34.13,-118.23,0.116532646,0.028633071,-0.15128452,-0.059856273,-0.029889967,-0.1764728,0.49025127,-0.13926701,2.1470857
3.5893,48.0,5.625954198473282,1.2671755725190839,462.0,3.5267175572519083,34.13,-118.23,-0.14435475,0.04009579,0.008456625,-0.0043192655,-0.039349254,-0.361425,0.4747763,-0.08298716,1.959332
4.825,40.0,5.379647749510763,1.1350293542074363,1375.0,2.690802348336595,34.13,-118.22,0.20649035,0.09300852,-0.09217594,0.016239665,-0.007903942,0.011502851,0.47547653,-0.14221628,2.6288602
4.5766,34.0,4.2,1.0275862068965518,407.0,2.806896551724138,34.13,-118.23,0.0713744,0.014329627,-0.17124598,0.009535601,-0.055158112,-0.0870038,0.45860735,-0.13673337,2.1721447
4.2891,48.0,4.448979591836735,0.9727891156462585,835.0,2.8401360544217686,34.13,-118.23,0.015600714,0.09549478,-0.15471153,-0.03428781,-0.034650005,-0.09031539,0.49310508,-0.15485972,2.2038152
2.975,37.0,4.314148681055156,1.0215827338129497,1088.0,2.6091127098321345,34.13,-118.23,-0.21259858,0.01452024,-0.10806422,0.014594883,-0.015304406,0.012956792,0.54530394,-0.15099712,2.1688502
3.0919,28.0,3.5095541401273884,1.0881104033970277,2670.0,2.8343949044585988,34.12,-118.22,-0.24777888,0.0042238506,-0.14132252,0.015316803,0.017463967,-0.02345548,0.49606413,-0.17056882,2.0183816
3.5638,35.0,4.701456310679611,1.0655339805825244,1523.0,3.6966019417475726,34.12,-118.21,-0.12933692,0.024508355,-0.07372502,0.0054727397,0.0128390845,-0.35673153,0.42757216,-0.13004473,1.848993
5.2083,36.0,5.079646017699115,0.9362831858407079,1371.0,2.426548672566372,34.11,-118.22,0.44029516,0.06758985,-0.14801092,-0.04746937,-0.01522907,0.24726981,0.46885076,-0.10894556,2.9727893
5.2049,37.0,5.090196078431372,0.9490196078431372,750.0,2.9411764705882355,34.12,-118.22,0.29375327,0.04293019,-0.13114165,-0.03928278,-0.04368292,-0.16580594,0.46638623,-0.12763178,2.363964
2.2843,28.0,3.7892156862745097,1.1397058823529411,974.0,2.3872549019607843,34.12,-118.23,-0.47693437,0.019545935,0.0038766214,0.015360966,-0.00922967,0.22498095,0.45274353,-0.20094705,2.097835
3.1806,41.0,4.043333333333333,1.0033333333333334,801.0,2.67,34.12,-118.24,-0.26516896,0.023419574,-0.12616642,-0.0031035123,-0.01910449,-0.02744608,0.554684,-0.1389683,2.066584
4.5089,32.0,4.37160751565762,1.0250521920668059,1413.0,2.9498956158663883,34.12,-118.23,-0.028065892,0.014913119,-0.15274869,0.011299926,-0.014012166,-0.18465881,0.46503738,-0.13022885,2.049975
5.5051,31.0,5.345549738219895,1.0,495.0,2.5916230366492146,34.11,-118.23,0.42209268,0.029522648,-0.074576266,-0.018783147,-0.09487895,0.04502465,0.50465405,-0.0947618,2.786733
3.3389,35.0,4.650224215246637,1.0885650224215246,3220.0,3.609865470852018,34.11,-118.23,-0.18781625,0.019269565,-0.07777113,0.011142602,0.024942802,-0.3210095,0.4363386,-0.16364127,1.8098942
2.8889,11.0,3.881818181818182,1.2666666666666666,1584.0,4.8,34.12,-118.25,-0.22894622,-0.039651584,-0.10990277,0.0088001285,-0.00050295424,-0.32408446,0.38359523,-0.1526891,1.6050568
2.6111,29.0,3.796078431372549,1.166013071895425,3320.0,4.339869281045751,34.12,-118.24,-0.3068649,0.012913492,-0.058477074,0.00077137846,0.020848125,-0.38124964,0.4025319,-0.15384059,1.6050714
0.8907,34.0,2.2857142857142856,0.7428571428571429,125.0,3.5714285714285716,34.12,-118.24,-0.38945413,-0.025482541,-0.25865257,-0.25430426,0.2462081,-0.13938193,0.558715,-0.14423564,1.6618507
2.7679,50.0,5.025821596244131,1.0586854460093897,1777.0,4.171361502347418,34.11,-118.24,-0.39131525,0.023045205,-0.10057545,0.0037192155,0.025051951,-0.36702502,0.4586593,-0.1292806,1.5907182
2.2167,39.0,3.4474474474474475,1.045045045045045,1161.0,3.4864864864864864,34.11,-118.24,-0.45139822,0.015829774,-0.077804804,0.004596647,-0.0060458146,-0.22503269,0.4404867,-0.14964725,1.6194229
3.133,33.0,4.31023102310231,1.066006600660066,2496.0,4.118811881188119,34.11,-118.23,-0.19897175,0.014411501,-0.09400795,0.0054448103,0.022582231,-0.39012107,0.41789976,-0.16246213,1.6832143
3.1306,45.0,4.347626339969372,1.0689127105666156,1768.0,2.7075038284839206,34.12,-118.26,-0.22087249,0.06146731,-0.11711768,0.013776357,0.030401057,0.0014951727,0.5258927,-0.13319135,2.2302892
3.6667,47.0,4.3399602385685885,1.0139165009940359,1445.0,2.8727634194831015,34.11,-118.26,-0.15496328,0.042564306,-0.11727046,0.021595161,0.021392193,-0.089280576,0.5321592,-0.09622364,2.2284122
2.8667,43.0,4.106813996316759,1.0736648250460405,1667.0,3.0699815837937385,34.11,-118.25,-0.23496296,0.03435499,-0.089730375,0.015306062,0.02282481,-0.0839256,0.5095786,-0.12973857,2.1121454
2.7466,43.0,3.6666666666666665,1.0478547854785478,1817.0,2.9983498349834985,34.11,-118.25,-0.25789946,0.034084223,-0.040915582,0.015546498,0.035969064,0.010654051,0.511101,-0.09562621,2.281352
3.015,39.0,4.031339031339031,1.0512820512820513,1467.0,4.17948717948718,34.11,-118.25,-0.25669682,0.011388131,-0.099151336,0.0051645874,-0.0045925537,-0.40180156,0.4435944,-0.1579283,1.6084154
3.1691,42.0,3.5300925925925926,1.0555555555555556,1688.0,3.9074074074074074,34.1,-118.24,-0.28679746,0.018611422,-0.13801849,0.018324198,0.023066271,-0.3479922,0.42925945,-0.14876367,1.6361283
3.4375,52.0,3.125,1.05,99.0,2.475,34.11,-118.25,-0.26214713,0.0065904334,-0.18220565,-0.0136474455,0.00278807,0.08735397,0.5800693,-0.23692493,2.0503144
2.625,42.0,4.152777777777778,1.0208333333333333,312.0,2.1666666666666665,34.1,-118.25,-0.4420493,0.029645162,-0.15556358,-0.0013605339,-0.076350644,0.26700768,0.51279944,-0.18166907,2.0208979
3.7184,42.0,4.781321184510251,1.0888382687927107,1935.0,2.203872437357631,34.1,-118.25,0.0014619061,0.11610843,-0.09265264,0.024052726,0.03899363,0.54890704,0.5502305,-0.105168186,3.150372
3.5673,52.0,5.1940298507462686,1.2,749.0,2.235820895522388,34.11,-118.26,-0.11444028,0.14367203,-0.06482602,0.036288273,-0.02176497,0.34305373,0.564571,-0.09481712,2.8601744
2.7685,29.0,3.658252427184466,1.1757281553398058,2320.0,2.2524271844660193,34.14,-118.27,-0.34908497,0.008687404,-0.16774449,0.015331101,0.026737921,0.27748814,0.44139388,-0.12622595,2.1950212
2.1071,47.0,3.289473684210526,0.8588516746411483,1512.0,3.617224880382775,34.13,-118.27,-0.3876507,0.00097646797,-0.015263283,-0.031729173,0.005885554,-0.26056376,0.4558958,-0.11111421,1.7248755
2.9392,46.0,3.8774038461538463,0.9519230769230769,966.0,2.3221153846153846,34.13,-118.27,-0.30195215,0.018390084,-0.07423657,-0.049727175,-0.01586005,0.22274034,0.5254764,-0.09961324,2.2936563
3.0521,36.0,3.769547325102881,1.1090534979423867,934.0,1.9218106995884774,34.11,-118.27,-0.342161,0.12827863,-0.090455815,0.048060995,-0.019852445,0.65439236,0.51990557,-0.13358861,2.8330178
4.4094,39.0,5.127345844504021,1.227882037533512,1378.0,1.8471849865951742,34.11,-118.27,0.18511228,0.19121927,-0.10634845,0.042262413,0.007908864,0.9296747,0.53383285,-0.06494619,3.7871542
3.6181,38.0,4.0518653321201095,1.0518653321201092,1830.0,1.6651501364877161,34.11,-118.28,-0.083167344,0.17925619,-0.09720602,0.008575206,0.038147304,0.9155832,0.60273397,-0.09777278,3.5345883
3.1445,45.0,4.840361445783133,0.9969879518072289,633.0,1.9066265060240963,34.11,-118.28,-0.13917485,0.15905237,-0.10732912,-0.015164095,-0.008615826,0.7731441,0.6240884,-0.08478056,3.269659
12.8763,50.0,7.074183976261128,0.9258160237388724,836.0,2.4807121661721068,34.12,-118.28,1.9761496,-0.023271676,0.25091022,-0.013331005,0.014173405,0.0383965,0.58635426,0.022994794,4.9208136
2.7348,52.0,4.071278825995807,0.9979035639412998,1375.0,2.8825995807127884,34.12,-118.26,-0.33361337,0.12584722,-0.1316851,-0.0073375273,-0.010745967,-0.01984689,0.54981136,-0.11343648,2.127432
3.8393,52.0,4.721649484536083,1.0721649484536082,1278.0,2.6350515463917525,34.12,-118.26,-0.05627147,0.15655608,-0.12667954,0.010183215,-0.0007550852,-0.009062974,0.56044567,-0.15818913,2.4446652
3.575,50.0,4.884892086330935,1.0551558752997603,1089.0,2.6115107913669067,34.12,-118.27,-0.09327847,0.068258315,-0.09302281,0.012171442,-0.005079788,0.015222715,0.55626935,-0.118292265,2.4106867
5.296,30.0,4.7827586206896555,0.9827586206896551,1076.0,1.8551724137931034,34.11,-118.29,0.6383671,0.16336235,-0.20324363,-0.057016935,-0.0033670915,0.93123794,0.5015606,-0.01711338,4.0222263
3.0461,40.0,4.007473841554559,1.101644245142003,1144.0,1.710014947683109,34.11,-118.29,-0.34104893,0.14590399,-0.09745636,0.032788992,-0.0019086051,0.75116336,0.5699414,-0.06469389,3.0631287
2.9417,39.0,4.0817843866171,1.0817843866171004,1165.0,2.1654275092936803,34.1,-118.29,-0.26876846,0.086515136,-0.114087485,0.02360598,-0.0097694695,0.3990734,0.5666833,-0.086676195,2.6650143
3.5172,43.0,3.988344988344988,1.0326340326340326,1190.0,2.773892773892774,34.1,-118.29,-0.21077798,0.021112382,-0.097003184,0.0024055429,-0.010933808,-0.038828056,0.5286358,-0.0740033,2.189046
2.3789,24.0,3.5848690591658583,1.0911736178467508,1685.0,1.6343355965082444,34.11,-118.29,-0.5157198,-0.07880752,-0.06212531,0.055209942,0.015080433,0.605501,0.57188386,-0.0849611,2.5745006
12.9591,49.0,7.5,0.9973684210526316,1113.0,2.9289473684210527,34.11,-118.29,2.0981078,0.0064917807,0.25100636,0.006167672,0.024741556,-0.032538388,0.5336706,0.0214383,4.9775248
3.2333,48.0,5.045296167247387,1.0278745644599303,681.0,2.3728222996515678,34.11,-118.29,-0.13570513,0.03854072,-0.07829764,0.015101509,-0.030746348,0.27164292,0.6002681,-0.080007344,2.6692352
3.5806,52.0,5.1749174917491745,1.113861386138614,1213.0,2.0016501650165015,34.11,-118.3,-0.0982693,0.20566314,-0.084803395,0.02884313,0.0037048035,0.7545122,0.6787473,-0.07534879,3.4814878
2.0672,37.0,2.8308431163287087,1.056563500533618,3895.0,2.0784418356456777,34.1,-118.3,-0.4636449,0.035698693,-0.07692687,0.039361585,0.1109659,0.42204317,0.6379764,-0.079880066,2.6940317
8.4389,25.0,7.718446601941747,1.058252427184466,568.0,2.7572815533980584,34.11,-118.3,1.8937415,-0.005943767,0.26093554,0.013673048,0.0206717,0.024602383,0.4991905,0.036487415,4.8117957
6.9391,52.0,8.244725738396625,1.0337552742616034,645.0,2.721518987341772,34.11,-118.3,1.3008204,0.36015555,0.36067116,0.0024290343,-0.017827205,-0.009514721,0.62709475,-0.041914556,4.650352
5.8659,52.0,6.399317406143345,1.0341296928327646,735.0,2.508532423208191,34.11,-118.31,0.8780307,0.23705569,0.12422008,-0.03923693,-0.029671729,0.16540457,0.6945917,0.042106055,4.1409373
8.0073,39.0,7.266791044776119,1.046641791044776,1271.0,2.371268656716418,34.12,-118.31,1.7085662,0.14736244,0.20664887,0.025954802,-0.00043925398,0.11524545,0.61774933,0.121124424,5.0106506
7.2692,40.0,6.816425120772947,1.070048309178744,907.0,2.1908212560386473,34.13,-118.31,1.2802094,0.22899581,0.22322766,0.011586708,-0.006201719,0.32431683,0.65864813,0.08678933,4.87601
4.15,52.0,4.355044699872286,1.0217113665389528,1218.0,1.5555555555555556,34.12,-118.32,0.26449487,0.35375002,-0.09706694,-0.032927547,0.0033749612,0.97107667,0.7354434,0.039600622,4.306185
4.0833,42.0,5.1078838174273855,1.1265560165975104,857.0,1.7780082987551866,34.11,-118.32,0.16686684,0.17696047,-0.051016085,0.0425427,0.011597507,1.1021996,0.67759603,-0.019482197,4.1757035
3.2462,33.0,3.9744582043343653,1.1222910216718267,2404.0,1.8606811145510835,34.11,-118.32,-0.16997847,0.16944611,-0.16699523,0.06026833,0.043841757,0.7916971,0.6983854,-3.5730453e-05,3.4950683
2.3974,48.0,3.201145311381532,1.1302791696492485,2796.0,2.0014316392269147,34.11,-118.32,-0.45389348,0.13051955,-0.007302573,0.024958206,0.11823519,0.61298484,0.7299417,0.0917975,3.3156793
2.2148,38.0,3.5160965794768613,1.1066398390342052,1939.0,1.9507042253521127,34.11,-118.33,-0.60694206,0.109089166,-0.109301075,0.030536368,0.05241822,0.61628544,0.70102996,0.016164724,2.8777194
3.0642,48.0,3.472885032537961,1.0065075921908895,784.0,1.700650759219089,34.11,-118.33,-0.3479345,0.13410509,-0.23330392,-0.026820593,-0.039718546,0.65889746,0.76120555,0.02252646,2.9973962
8.2335,37.0,5.098468271334792,0.949671772428884,846.0,1.851203501094092,34.11,-118.33,1.4427677,0.24520333,-0.17211269,-0.14351414,-0.034479093,0.28279704,0.5871099,0.07026509,4.3464766
4.0833,34.0,7.03030303030303,1.0340909090909092,540.0,2.0454545454545454,34.13,-118.32,0.20409146,0.19368903,0.4488728,0.052263096,-0.014028935,0.81610817,0.83767694,0.009774322,4.616885
6.0352,23.0,4.831632653061225,1.0612244897959184,769.0,1.961734693877551,34.12,-118.33,0.94896495,0.12316466,-0.13965888,-0.005758619,-0.0213754,0.95216894,0.5858508,0.0028760303,4.5146713
6.6739,45.0,5.7926829268292686,1.0170731707317073,751.0,1.8317073170731708,34.13,-118.34,1.0651146,0.2115791,-0.004457654,-0.015075602,-0.02530625,0.6817552,0.70178014,0.13449605,4.818324
4.0965,23.0,4.596984924623116,1.4301507537688443,1624.0,1.6321608040201006,34.14,-118.32,0.18277566,-0.0009387825,-0.09059469,0.21157336,0.04039873,1.1189733,0.59818363,-0.044497974,4.0843124
3.6974,40.0,4.841129744042365,1.0962047661076788,2034.0,1.795233892321271,34.11,-118.34,0.0036805128,0.17884414,-0.043678585,0.08341049,0.045960136,1.0118372,0.74716324,0.05562963,4.1512856
3.358,26.0,4.253475935828877,1.1229946524064172,1720.0,1.839572192513369,34.1,-118.35,-0.15587479,0.059884116,-0.19386847,0.043436676,0.013737652,0.77034825,0.7515277,0.06444246,3.4220722
2.976,52.0,4.743589743589744,1.0293040293040292,578.0,2.1172161172161172,34.1,-118.36,-0.29794022,0.22195494,-0.1503439,-0.025787057,-0.026393794,0.49855855,0.77293605,0.15321626,3.2146392
3.0179,52.0,4.765217391304348,1.0739130434782609,423.0,1.8391304347826087,34.1,-118.36,-0.16485943,0.27736062,-0.1143774,0.067115515,0.11867831,0.69496536,0.8241663,0.20911567,3.9806035
2.8036,18.0,3.2740088105726874,1.2303964757709251,3596.0,1.5841409691629955,34.1,-118.35,-0.37148064,-0.14546189,-0.17846239,-0.003503805,-0.025480194,0.5085071,0.69835114,0.08148946,2.6323967
2.6458,16.0,2.989795918367347,1.0591836734693878,1648.0,1.6816326530612244,34.1,-118.35,-0.31006923,-0.12861955,-0.096471675,-0.009377442,0.041725874,0.5121287,0.71580213,0.19701059,2.9905684
3.9044,20.0,3.7144790257104194,1.0581867388362651,1161.0,1.5710419485791611,34.1,-118.35,0.12021114,-0.016293209,-0.18332788,-0.0076296786,0.02221454,0.8715371,0.6289871,0.012243887,3.5163817
2.325,18.0,3.681899641577061,1.1657706093189963,2103.0,1.8844086021505377,34.1,-118.35,-0.3271313,-0.094133124,-0.12220241,-0.004367185,0.057041842,0.6007869,0.691704,0.106784,2.9769206
1.845,24.0,3.1207977207977207,1.0273504273504273,2863.0,1.6313390313390312,34.1,-118.35,-0.52626735,-0.022069361,-0.031178553,-0.0020396349,6.061315e-05,0.5354243,0.7505055,0.1091543,2.8820283
4.3571,51.0,2.813813813813814,1.045045045045045,527.0,1.5825825825825826,34.11,-118.34,0.13204464,0.19358604,-0.21942575,0.011640385,-0.05237935,0.97367626,0.6977417,0.04321022,3.8485327
1.8209,29.0,2.524110671936759,1.1478260869565218,2039.0,1.6118577075098814,34.1,-118.34,-0.55304426,0.07232871,0.0049076183,0.079649255,0.08515002,0.69357455,0.73476565,0.06386994,3.2496402
1.5429,24.0,2.9702380952380953,1.1770833333333333,1215.0,1.8080357142857142,34.1,-118.34,-0.56078863,0.045346845,-0.079494804,0.043969322,0.0141756935,0.59459543,0.70325994,0.09766772,2.92717
2.5434,28.0,3.25,1.0994152046783625,1271.0,1.858187134502924,34.1,-118.34,-0.45438617,0.017666245,-0.18041328,0.03017533,-0.0018966186,0.5810104,0.6795564,0.052053645,2.7922044
1.51,30.0,2.4884814292430653,1.149976492712741,4123.0,1.9384109073812883,34.1,-118.33,-0.5850344,0.007364977,-0.0398769,0.007998246,-0.005375279,0.41272458,0.6844117,0.010326739,2.5609772
1.3157,43.0,1.9118264520643806,1.1518544436669,3049.0,2.1336599020293914,34.1,-118.33,-0.5233716,0.016216334,-0.008599739,0.03437722,0.117710546,0.34377947,0.7237658,0.06430289,2.8366184
1.6903,40.0,2.4575936883629192,1.064102564102564,4828.0,2.380670611439842,34.1,-118.31,-0.41040072,-0.03223037,0.1451013,0.040114425,0.10317421,0.25320262,0.59279466,0.09519894,2.8553932
1.7306,28.0,2.837096774193548,1.1548387096774193,1463.0,2.359677419354839,34.1,-118.32,-0.47292608,0.031540785,0.07728105,0.033713162,0.02524056,0.22258195,0.63046175,0.04591811,2.662249
1.9354,35.0,2.7146984470928133,1.0693391115926327,5899.0,2.1303719754423978,34.1,-118.3,-0.45372847,0.023424517,-0.032315575,0.029988315,0.12613234,0.4291986,0.6382475,-0.08294825,2.7464366
1.6112,25.0,2.435483870967742,1.063895781637717,4865.0,3.017990074441687,34.1,-118.3,-0.33451024,-0.0077728387,0.2125125,0.023627067,0.046585202,0.0059288274,0.4975666,-0.097003266,2.415372
1.5328,36.0,2.5707865168539326,1.1606741573033708,3030.0,3.404494382022472,34.1,-118.31,-0.36957166,0.014288663,0.12749307,0.021223867,0.08475742,-0.22252305,0.5014325,0.09796387,2.3235033
1.705,33.0,2.5114754098360654,1.137704918032787,918.0,3.0098360655737704,34.1,-118.31,-0.32156098,0.0016323028,0.15768614,0.06314723,-0.016556349,-0.020162448,0.4930633,0.09489409,2.5205812
1.625,48.0,2.31055900621118,1.0848861283643891,1610.0,3.3333333333333335,34.1,-118.33,-0.41337532,-0.013956402,0.09804607,0.031106643,0.04311276,-0.2269731,0.5645569,0.073968634,2.2249246
2.0888,45.0,3.130932896890344,1.1391162029459903,1552.0,2.5400981996726677,34.1,-118.33,-0.4506367,0.011496286,0.060742296,0.035237372,0.028713955,0.08972787,0.62071645,0.032608815,2.497044
1.4005,43.0,2.5077639751552794,1.139751552795031,1460.0,2.267080745341615,34.1,-118.32,-0.5230761,0.016190032,0.006190582,0.046600435,0.019421995,0.21114087,0.6597168,0.07673894,2.5813613
1.6331,34.0,2.283471837488458,1.0812557710064634,2655.0,2.451523545706371,34.09,-118.32,-0.3688632,-0.041482132,0.048266705,0.020058146,0.061648525,0.15527563,0.6075671,0.01621965,2.5671282
2.1403,30.0,2.8998272884283245,1.1778929188255614,1445.0,2.4956822107081176,34.09,-118.33,-0.39716136,0.012808862,0.1126328,0.010702866,0.04321505,0.120871074,0.582348,-0.01109272,2.5427625
2.1866,29.0,2.633093525179856,1.0359712230215827,691.0,2.485611510791367,34.1,-118.33,-0.39266166,0.006998262,-0.025380498,0.0048675435,-0.052867766,0.1544969,0.60681844,-0.0034720146,2.3672373
1.625,34.0,2.9776119402985075,1.0522388059701493,482.0,3.5970149253731343,34.1,-118.31,-0.41614738,-0.0038230813,-0.039766423,0.0010246536,-0.17525668,-0.26478508,0.4277972,-0.029299205,1.5681827
1.8214,34.0,2.664516129032258,1.0825806451612903,2626.0,3.3883870967741934,34.09,-118.31,-0.32851547,-0.009015187,0.13487047,0.022212256,0.054334812,-0.22886878,0.47689617,0.090395786,2.2807484
1.8977,28.0,2.7169811320754715,1.0075471698113208,891.0,3.362264150943396,34.09,-118.31,-0.3708159,0.010360297,0.007971106,-0.03664169,-0.09615063,-0.20745303,0.45532504,0.004708703,1.8357426
1.8576,37.0,2.4775641025641026,1.0064102564102564,835.0,2.676282051282051,34.09,-118.31,-0.38797972,0.017176569,0.11047381,-0.03224723,-0.08371333,0.05998936,0.54028326,0.0018917078,2.2943127
2.0341,32.0,3.0432432432432432,1.0324324324324323,626.0,3.383783783783784,34.09,-118.32,-0.3446176,0.007444752,0.05366797,0.00900616,-0.0055907783,-0.21331924,0.55961204,-0.020260865,2.114381
2.5556,27.0,1.875,0.875,332.0,2.9642857142857144,34.09,-118.32,-0.23534384,-0.01087565,-0.1585643,-0.099000484,-0.14292967,-0.010929675,0.56046844,-0.052537054,1.9187257
1.7325,36.0,2.6145339652448656,1.0900473933649288,1957.0,3.0916271721958926,34.1,-118.32,-0.3363915,0.033772536,0.103078626,0.042053465,0.027302384,-0.081128605,0.5846072,0.04342299,2.4851553
2.0557,34.0,2.2633996937212864,1.0336906584992342,1976.0,3.0260336906584993,34.09,-118.32,-0.28707418,0.00446715,0.12451167,0.0010457623,0.034174897,-0.005316476,0.55590504,0.010852926,2.507005
1.5284,31.0,2.7400881057268722,1.0088105726872247,597.0,2.6299559471365637,34.1,-118.32,-0.39111257,0.007988658,0.03023013,-0.038766634,-0.049433913,0.057192065,0.5700708,0.018927198,2.273534
1.8277,30.0,2.623205741626794,1.1543062200956937,2197.0,2.6279904306220097,34.1,-118.32,-0.3826455,-0.007589202,0.08714656,0.03388473,0.04596882,0.03482635,0.57634467,0.054894622,2.5112693
2.2311,52.0,2.879120879120879,0.989010989010989,756.0,2.769230769230769,34.1,-118.32,-0.33862165,0.12174378,0.04105229,0.0005039283,-0.017927207,0.048736956,0.64114213,0.07894608,2.6440144
1.7083,29.0,2.8986371379897786,1.1643952299829643,3432.0,2.9233390119250426,34.1,-118.3,-0.34630457,0.014602949,0.17115664,-0.0083974525,0.08736009,-0.003186474,0.4873388,-0.087375015,2.3836331
1.8156,40.0,2.500408830744072,0.9934587080948487,3953.0,3.23221586263287,34.09,-118.3,-0.40578324,0.024603996,0.07316217,-0.018927548,0.056950726,-0.21359129,0.5018669,-0.09497633,1.9917439
1.2412,36.0,2.186111111111111,1.1666666666666667,1506.0,4.183333333333334,34.09,-118.31,-0.31531015,-0.036041945,0.1841646,0.017808666,0.0327173,-0.33347124,0.48439902,0.077993184,2.1806974
1.7641,38.0,2.4232121922626026,1.071512309495897,2717.0,3.1852286049237986,34.1,-118.3,-0.38185158,-0.021475803,0.090198375,0.01756472,0.057226345,-0.20605378,0.49022952,-0.08422954,2.030046
1.9297,36.0,2.7222884386174018,1.071513706793802,1964.0,2.34088200238379,34.1,-118.3,-0.487378,0.012612956,0.07132801,0.01217266,0.037875067,0.21665694,0.5788766,-0.0835841,2.4269984
1.7514,34.0,2.6601371204701274,1.091087169441724,2991.0,2.9294809010773752,34.09,-118.29,-0.33578262,0.016580813,0.14267528,0.031272277,0.04728426,0.0074517345,0.45470747,-0.102004215,2.330623
2.2612,36.0,2.5156418554476807,1.0711974110032363,3155.0,3.4034519956850056,34.09,-118.3,-0.25307766,0.018967632,0.041283,0.013615584,0.041944914,-0.2011436,0.49416932,-0.08753337,2.1366642
2.7054,39.0,2.302919708029197,1.0875912408759123,744.0,2.7153284671532845,34.1,-118.29,-0.33144432,0.008723124,-0.08690162,0.023822073,-0.034908913,0.06617533,0.4895692,-0.08942458,2.1140482
2.3317,29.0,3.031123139377537,1.0717185385656292,2254.0,3.0500676589986466,34.09,-118.29,-0.2612838,0.00981574,0.108204104,0.011939246,0.04698901,-0.05641592,0.45605087,-0.10901759,2.2747197
3.0357,38.0,4.072164948453608,1.4175257731958764,664.0,3.422680412371134,34.09,-118.28,-0.25607616,-0.0038353405,-0.069476984,0.04432429,-0.020457633,-0.30106282,0.4625669,-0.12867662,1.7957443
1.9835,43.0,2.5781758957654723,1.0716612377850163,1941.0,3.1612377850162865,34.09,-118.29,-0.35315573,0.038146414,0.01106165,0.016162157,0.028022375,-0.18375726,0.45004606,-0.055534784,2.019429
1.9766,28.0,2.6164154103852595,1.085427135678392,1974.0,3.306532663316583,34.09,-118.29,-0.3375294,0.00015267922,-0.014482055,0.02113335,0.023989864,-0.22489439,0.42148694,-0.108219415,1.8500762
2.0467,35.0,2.4100877192982457,1.094298245614035,3441.0,3.773026315789474,34.09,-118.29,-0.30702147,-0.026773797,0.08371194,0.0057292585,0.04553708,-0.28705212,0.41843727,-0.099631146,1.9013757
2.0132,35.0,2.6031746031746033,1.1071428571428572,3548.0,3.5198412698412698,34.09,-118.29,-0.3203274,0.01909237,0.041925017,-0.0021499114,0.055316787,-0.24537872,0.42932382,-0.09258288,1.9536576
1.8056,39.0,2.225165562913907,1.1456953642384107,586.0,3.880794701986755,34.09,-118.29,-0.3392891,-0.0075032003,0.14854966,0.05453668,0.018432861,-0.2810928,0.45322347,-0.09874463,2.0165517
1.9063,52.0,3.603399433427762,0.9121813031161473,984.0,2.7875354107648724,34.09,-118.29,-0.55914354,0.14131936,-0.085792065,-0.020025402,-0.015563375,-0.020008937,0.4780583,-0.0988469,1.8884363
2.1927,29.0,2.9446460980036298,1.0798548094373865,3906.0,3.544464609800363,34.09,-118.3,-0.31790483,0.014491603,0.071815036,0.006187618,0.03987814,-0.24519758,0.4639199,-0.09919566,2.0024326
1.4497,25.0,2.7204176334106727,0.988399071925754,2860.0,3.3178654292343386,34.09,-118.3,-0.37783194,0.0028764058,0.09343529,-0.018450184,0.07855259,-0.20034453,0.4776981,-0.116647005,2.0077271
2.0307,32.0,3.467716535433071,1.0614173228346457,2178.0,3.4299212598425197,34.09,-118.3,-0.41713387,0.021470033,-0.07600193,0.011484758,0.024128255,-0.21985018,0.47246772,-0.097803995,1.7871993
2.1524,36.0,3.653120464441219,1.2220609579100146,2446.0,3.5500725689404935,34.09,-118.31,-0.45000324,0.012638572,-0.101350784,0.0037312505,0.05731841,-0.25387114,0.47585168,0.060298398,1.8730516
2.0,30.0,2.7738825591586327,1.1069237510955303,3678.0,3.223488168273444,34.09,-118.31,-0.3374971,0.015966704,0.10891609,0.031969037,0.058053173,-0.18649793,0.47908014,0.094415665,2.332844
1.5195,42.0,2.3997539975399755,1.040590405904059,2500.0,3.075030750307503,34.09,-118.31,-0.36467278,-0.017623276,0.21384317,0.019419687,0.06841957,-0.07623372,0.51593375,0.10748901,2.5350134
