variance of Wavelet,skewness of Wavelet,curtosis of Wavelet,entropy,shap0,shap1,shap2,shap3,label
1.9265,7.7557,-0.16823,-3.0771,-4.3971896,-2.9580271,0.17313233,-0.17269747,0
0.2097699999999999,-0.46146,7.7267,0.90946,0.1758272,-0.37689427,-4.748283,0.6739158,0
4.0680000000000005,-2.9363,2.1992,0.50084,-6.1627865,1.3998995,-1.2560952,0.2971207,0
2.877,-4.0599,3.6259,-0.32544,-5.847432,1.2376512,-1.6888869,-0.38174027,0
0.3223,-0.8980799999999999,8.0883,0.69222,-0.6568228,0.70782036,-4.620474,0.55148685,0
-1.3,10.2678,-2.9530000000000003,-5.8638,1.1335235,-7.186609,1.4934156,-0.114670835,0
1.7747,-6.4334,8.15,-0.89828,-4.9059443,1.8717474,-2.7377205,-0.4367612,0
1.3419,-4.4221,8.09,-1.7349,-2.6525548,1.1064161,-3.5898123,-0.56026196,0
0.8960600000000001,10.5471,-1.4175,-4.0327,-2.38569,-4.265568,0.38503593,-0.41396385,0
0.44125,2.9487,4.3225,0.7155,-1.8881464,-0.40331072,-4.0440598,0.66911805,0
3.2422,6.2265,0.12224,-1.4466,-5.4032364,-2.4117734,0.25616586,-0.30160612,0
2.5678,3.5136,0.61406,-0.40691,-6.2750845,0.16367441,-0.3691353,-0.39380908,0
-2.2153,11.9625,0.078538,-7.7853,2.4560502,-6.9240727,0.8231946,-0.0827882,0
4.1349,6.1189,-2.4294,-0.19613,-5.1965213,-2.7995913,1.5122633,-0.2450952,0
1.934,-9e-06,4.816,-0.3396699999999999,-4.9592237,-0.20878367,-2.3914523,-0.36770606,0
2.5068,1.1588,3.9249,0.12585,-5.4197273,-0.14969249,-2.030323,-0.033466198,0
2.1464,6.0795,-0.5778,-2.2302,-4.7127094,-2.53672,0.4030056,-0.17896573,0
0.051979,7.0521,-2.0541,-3.1508,-0.19874763,-5.2947803,2.0356865,-0.1911728,0
1.2706,8.035,-0.19651,-2.1888,-2.7794373,-4.0355597,0.22191544,-0.41396385,0
1.143,0.83391,5.4552,-0.56984,-3.410813,-0.22873624,-3.4566054,-0.49628133,0
2.2928,9.0386,-3.2417,-1.2991,-3.8598287,-3.6045783,1.3335416,-0.23882695,0
0.3292,-4.4552,4.5718,-0.9888,-2.271012,1.5063466,-3.399365,-0.5933547,0
2.9719,6.8369,-0.2702,0.71291,-5.454911,-2.662635,0.4138308,0.2954136,0
1.6849,8.7489,-1.2641,-1.3858,-3.1220498,-4.1474366,0.35661027,-0.32472223,0
-1.9177,11.6894,2.5454,-3.2763,2.2062438,-6.774284,-0.9990402,-0.08377147,0
2.3729,10.4726,-3.0087,-3.2013,-3.7862422,-3.636514,1.317018,-0.117539026,0
1.0284,9.767,-1.3687,-1.7853,-2.38569,-4.2906957,0.38503593,-0.53525174,0
0.27451,9.2186,-3.2863,-4.8448,-0.4182098,-6.5480824,2.095291,-0.16338755,0
1.6032,-4.7863,8.5193,-2.1203,-3.525612,1.3868953,-3.2163343,-0.48505837,0
4.6160000000000005,10.1788,-4.2185,-4.4245,-4.3413367,-3.520785,1.8689742,-0.117539026,0
4.2478,7.6956,-2.7696,-1.0767,-4.802721,-3.150391,1.4629947,-0.23882695,0
4.0215,-2.7004,2.4957,0.3663599999999999,-6.1826496,1.3564899,-1.2799234,0.19962509,0
5.0297,-4.9704,3.5025,-0.23751,-6.188547,1.6372049,-1.7473261,-0.38174027,0
1.5902,2.2948,3.2403,0.18404,-3.2830439,-0.28741738,-3.5836344,0.10841915,0
2.1274,5.1939,-1.7971,-1.1763,-5.326204,-1.0521792,1.7312589,-0.25741062,0
1.1811,8.3847,-2.0567,-0.90345,-1.7904924,-4.867424,1.6849492,-0.38531935,0
0.3292,-4.4552,4.5718,-0.9888,-2.271012,1.5063466,-3.399365,-0.5933547,0
5.7353,5.2808,-2.2598,0.075416,-5.386229,-1.8598742,1.7229278,0.0185421,0
2.6718,5.6574,0.7297399999999999,-1.4892,-5.435448,-2.026819,-0.62159187,-0.32729107,0
1.5799,-4.7076,7.9186,-1.5487,-3.1297457,1.4590861,-3.4652915,-0.56026196,0
2.9499,2.2493,1.3458,-0.037083,-6.11514,0.09775309,-0.7080153,-0.10210864,0
0.5195,-3.2633,3.0895,-0.9849,-2.4193795,1.5408038,-3.2732832,-0.5933547,0
3.7352,9.5911,-3.9032,-3.3487,-4.379893,-3.5245326,1.4394354,-0.117539026,0
-1.7344,2.0175,7.7618,0.93532,2.978505,-2.0759082,-4.5477715,0.22720096,0
3.884,10.0277,-3.9298,-4.0819,-4.379893,-3.5245326,1.4394354,-0.117539026,0
3.5257,1.2829,1.9276,1.7991,-5.8409905,0.009878062,-1.0770248,0.42049676,0
4.4549,2.4976,1.0313,0.96894,-6.3017883,0.10373819,-0.56833667,0.47210103,0
-0.16108,-6.4624,8.3573,-1.5216,-0.61783814,2.6081693,-3.7721667,-0.5643083,0
4.2164,9.4607,-4.9288,-5.2366,-4.4220467,-3.4778914,3.2185884,-0.117539026,0
3.5152,6.8224,-0.67377,-0.46898,-5.306978,-2.6070402,0.43901116,-0.30025363,0
1.6988,2.9094,2.9044,0.11033,-4.1774683,-0.13342825,-2.4784527,-0.08367868,0
1.0607,2.4542,2.5188,-0.17027,-3.6729395,-0.024802292,-2.8199902,-0.46837246,0
2.0421,1.2436,4.2171,0.90429,-4.9783506,-0.24435289,-2.294014,0.40518034,0
3.5594,1.3078,1.291,1.6556,-6.3017883,0.10373819,-0.56833667,0.47210103,0
3.0009,5.8126,-2.2306,-0.6655300000000001,-5.4123836,-2.5333967,1.4679918,-0.2511556,0
3.9294,1.4112,1.8076,0.8978200000000001,-5.9197135,0.054286662,-0.9061691,0.43004948,0
3.4667,-4.0724,4.2882,1.5418,-5.889294,1.33142,-1.5985117,0.47620285,0
3.966,3.9213,0.7057399999999999,0.33662,-6.346632,0.12015289,-0.516618,0.24953265,0
1.0191,2.33,4.9334,0.82929,-2.7862182,-0.29012355,-3.5790706,0.9116199,0
0.96414,5.6160000000000005,2.2138,-0.1250099999999999,-3.5125086,-2.1759808,-1.8716342,-0.3227833,0
1.8205,6.7562,0.009991,0.39481,-4.868771,-2.6378348,0.20199148,0.25556576,0
4.9923,7.8653,-2.3515,-0.7198399999999999,-4.5938067,-3.3292994,1.4329888,-0.23882695,0
-1.1804,11.5093,0.15565,-6.8194,1.5636584,-7.0128026,0.91405857,-0.13925472,0
4.0329,0.23175,0.8908200000000001,1.1823,-6.324951,0.12690128,-0.56833667,0.47210103,0
0.66018,10.3878,-1.4029,-3.9151,-1.4717058,-5.0426693,0.87770224,-0.42488825,0
3.5982,7.1307,-1.3035,0.21248,-5.418521,-2.6304543,0.47379345,0.08232503,0
-1.8584,7.886,-1.6643,-1.8384,2.118587,-6.4480577,1.2548367,-0.1934318,0
4.0972,0.4697199999999999,1.6671,0.91593,-6.324951,0.12690128,-0.56833667,0.47210103,0
3.3299,0.91254,1.5806,0.39352,-6.249215,0.10294972,-0.6218572,0.27455842,0
3.1088,3.1122,0.80857,0.4336,-6.2260523,0.07978663,-0.6218572,0.27455842,0
-4.2859,8.5234,3.1392,-0.91639,5.507536,-4.7236433,-1.4969447,-0.1822421,0
-1.2528,10.2036,2.1787,-5.6038,1.5351617,-6.8100467,-0.9025526,-0.1429939,0
0.5195,-3.2633,3.0895,-0.9849,-2.4193795,1.5408038,-3.2732832,-0.5933547,0
0.3292,-4.4552,4.5718,-0.9888,-2.271012,1.5063466,-3.399365,-0.5933547,0
0.8887200000000001,5.3449,2.045,-0.19355,-3.4890444,-2.1094768,-1.8270715,-0.4853865,0
3.5458,9.3718,-4.0351,-3.9564,-4.3413367,-3.520785,1.8689742,-0.117539026,0
-0.21661,8.0329,1.8848,-3.8853,-0.86588,-5.3027706,-1.0520908,-0.2939126,0
2.7206,9.0821,-3.3111,-0.96811,-4.4369564,-3.4925969,1.4394354,-0.23882695,0
3.2051,8.6889,-2.9033,-0.7819,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
2.6917,10.8161,-3.3,-4.2888,-4.379893,-3.5245326,1.4394354,-0.117539026,0
-2.3242,11.5176,1.8231,-5.375,2.5379412,-6.8629932,-0.7396425,-0.10038489,0
2.7161,-4.2006,4.1914,0.16981,-5.904392,1.2461684,-1.7034245,-0.036356866,0
3.3848,3.2674,0.90967,0.25128,-6.2291737,0.110290304,-0.625657,0.25097603,0
1.7452,4.8028,2.0878,0.62627,-4.63161,-0.40513116,-1.8179454,0.22164787,0
2.805,0.5773199999999999,1.3424,1.2133,-6.324951,0.12690128,-0.56833667,0.47210103,0
5.7823,5.5788,-2.4089,-0.0564789999999999,-5.476456,-2.5517516,1.5579537,0.023713667,0
3.8999,1.734,1.6011,0.96765,-6.3017883,0.10373819,-0.56833667,0.47210103,0
3.5189,6.332000000000001,-1.7791,-0.020273,-5.0636225,-2.7832503,1.2179205,0.014270347,0
3.2294,7.7391,-0.37816,-2.5405,-4.99339,-2.8728912,0.41013372,-0.17269747,0
3.4985,3.1639,0.2267699999999999,-0.1651,-6.311926,0.21900384,-0.10039222,-0.36590028,0
2.1948,1.3781,1.1582,0.85774,-5.7564893,0.08330551,-0.79146934,0.47210103,0
2.2526,9.9636,-3.1749,-2.9944,-3.8027656,-3.636514,1.3335416,-0.117539026,0
4.1529,-3.9358,2.8633,-0.017686,-6.150653,1.3328092,-1.3114859,-0.1110747,0
0.74307,11.17,-1.3824,-4.0728,-1.4963468,-5.014401,0.8740752,-0.42488825,0
1.9105,8.871,-2.3386,-0.7560399999999999,-3.8433053,-3.6045783,1.317018,-0.23882695,0
-1.5055,0.070346,6.8681,-0.50648,2.8866422,-2.1564615,-4.593458,-0.23697895,0
0.58836,10.7727,-1.3884,-4.3276,-1.4717058,-5.0426693,0.87770224,-0.42488825,0
3.2303,7.8384,-3.5348,-1.2151,-4.61033,-3.3292994,1.4495124,-0.23882695,0
-1.9922,11.6542,2.6542,-5.2107,2.4229934,-6.7230577,-0.99286294,-0.08377147,0
2.8523,9.0096,-3.761,-3.3371,-4.4369564,-3.4674692,1.4394354,-0.117539026,0
4.2772,2.4955,0.4855399999999999,0.36119,-6.428128,0.19009298,-0.26950234,0.24953265,0
1.5099,0.039307,6.2332,-0.30346,-2.8294384,-0.4657174,-3.8072019,-0.4900787,0
5.4188,10.1457,-4.084,-3.6991,-4.3413367,-3.520785,1.8689742,-0.117539026,0
0.8620200000000001,2.6963,4.2908,0.5473899999999999,-3.0666113,-0.291689,-3.6036687,0.45086342,0
3.8117,10.1457,-4.0463,-4.5629,-4.3413367,-3.520785,1.8689742,-0.117539026,0
0.54777,10.3754,-1.5435,-4.1633,-1.0629846,-5.586683,1.5495652,-0.36957794,0
2.3718,7.4908,0.015989,-1.7414,-4.57238,-2.7727818,0.13825633,-0.2942918,0
-2.4953,11.1472,1.9353,-3.4638,2.8896623,-6.8257294,-0.7670543,-0.06409819,0
4.6361,-2.6611,2.8358,1.1991,-6.201602,1.423851,-1.2210349,0.47620285,0
-2.2527,11.5321,2.5899,-3.2737,2.5793025,-6.6768765,-0.9837341,-0.08377147,0
3.7982,10.423,-4.1602,-4.9728,-4.3413367,-3.520785,1.8689742,-0.117539026,0
-0.36279,8.2895,-1.9213,-3.3332,0.3526715,-6.779348,1.7306337,-0.15168703,0
2.1265,6.8783,0.4478399999999999,-2.2224,-4.740045,-2.3176038,-0.5962663,-0.20600314,0
0.86736,5.5643,1.6765,-0.16769,-3.4845126,-2.452806,-1.1016229,-0.6168556,0
3.7831,10.0526,-3.8869,-3.7366,-4.379893,-3.5245326,1.4394354,-0.117539026,0
-2.2623,12.1177,0.28846,-7.7581,2.6181858,-6.765391,0.23305269,-0.10997215,0
1.2616,4.4303,-1.3335,-1.7517,-3.225865,0.21667702,1.5017107,-0.5836935,0
2.6799,3.1349,0.34073,0.5848899999999999,-6.4250064,0.15958935,-0.26570255,0.27311504,0
-0.39816,5.9781,1.3912,-1.1621,0.63933975,-4.361938,-0.41311026,-0.4503312,0
4.3937,0.35798,2.0416,1.2004,-5.8641534,0.03304115,-1.0770248,0.42049676,0
2.9695,5.6222,0.2756099999999999,-1.1556,-5.516738,-1.949009,-0.20919059,-0.32729107,0
1.3049,-0.15521,6.4911,-0.75346,-2.9325273,-0.06276334,-3.7438693,-0.45852476,0
2.2123,-5.8395,7.7687,-0.8530200000000001,-5.3340373,1.8061391,-2.3666635,-0.37553763,0
1.9647,6.9383,0.57722,0.66377,-4.887663,-2.4316192,-0.5133165,0.27841228,0
3.0864,-2.5845,2.2309,0.3094699999999999,-6.1826496,1.3564899,-1.2799234,0.19962509,0
0.3798,0.7098,0.7572,-0.4444,-1.6048564,0.33592272,-1.0062499,-0.77085066,0
0.58982,7.4266,1.2353,-2.9595,-2.317343,-3.6807292,-0.76225483,-0.52843904,0
0.14783,7.946000000000001,1.0742,-3.3409,-0.79296947,-5.3860707,-0.4835046,-0.30909902,0
-0.062025,6.1975,1.099,-1.131,-0.91436017,-4.3076744,-0.6416296,-0.5210431,0
4.223,1.1319,0.72202,0.96118,-6.455363,0.1626713,-0.4722513,0.47065765,0
0.64295,7.1018,0.3493,-0.4133699999999999,-2.2843745,-3.3876138,-0.24814211,-0.67575943,0
1.941,0.46351,4.6472,1.0879,-4.956111,-0.2367685,-2.3238378,0.40518034,0
4.0047,0.45937,1.3621,1.6181,-6.324951,0.12690128,-0.56833667,0.47210103,0
3.7767,9.7794,-3.9075,-3.5323,-4.379893,-3.5245326,1.4394354,-0.117539026,0
3.4769,-0.15314,2.53,2.4495,-5.8746214,0.37595788,-1.4857029,0.43673426,0
1.9818,9.2621,-3.5210000000000004,-1.872,-3.8598287,-3.6045783,1.3335416,-0.23882695,0
3.8023,-3.8696,4.044,0.95343,-5.889294,1.33142,-1.5985117,0.47620285,0
4.3483,11.1079,-4.0857,-4.2539,-4.3413367,-3.520785,1.8689742,-0.117539026,0
1.1518,1.3864,5.2727,-0.43536,-3.3876498,-0.25189936,-3.4566054,-0.49628133,0
-1.2576,1.5892,7.0078,0.42455,2.398318,-2.2410638,-4.7211614,0.18224736,0
1.9572,-5.1153,8.6127,-1.4297,-5.3340373,1.8061391,-2.3666635,-0.37553763,0
-2.484,12.1611,2.8204,-3.7418,2.9155536,-6.6466746,-0.9751444,-0.060954172,0
-1.1497,1.2954,7.701,0.62627,2.398318,-2.2410638,-4.7211614,0.18224736,0
4.8368,10.0132,-4.3239,-4.3276,-4.188081,-3.520785,2.1342413,-0.117539026,0
-0.1219599999999999,8.8068,0.94566,-4.2267,-0.70934725,-5.420385,-0.5230524,-0.31885886,0
1.9429,6.3961,0.092248,0.58102,-4.868771,-2.6378348,0.20199148,0.25556576,0
1.742,-4.809,8.2142,-2.0659,-3.6961038,1.5715951,-3.0593867,-0.4594115,0
-1.5222,10.8409,2.7827,-4.0974,1.9739846,-6.707031,-1.0317369,-0.09469581,0
-1.3,10.2678,-2.9530000000000003,-5.8638,1.1335235,-7.186609,1.4934156,-0.114670835,0
3.4246,-0.14693,0.80342,0.29136,-6.2948422,0.506116,-0.592616,0.28253,0
2.5503,-4.9518,6.3729,-0.41596,-6.0049224,1.6520121,-1.980588,-0.37553763,0
1.5691,6.3465,-0.1828,-2.4099,-3.2268488,-3.4599965,0.28079876,-0.42023218,0
1.3087,4.9228,2.0013,0.22024,-3.6390977,-0.69175214,-2.3883345,0.08231248,0
5.1776,8.2316,-3.2511,-1.5694,-4.4369564,-3.4925969,1.4394354,-0.23882695,0
2.229,9.6325,-3.1123,-2.7164,-3.7862422,-3.636514,1.317018,-0.117539026,0
5.6272,10.0857,-4.2931,-3.8142,-4.188081,-3.520785,2.1342413,-0.117539026,0
1.2138,8.7986,-2.1672,-0.74182,-1.8279697,-4.821336,1.6763381,-0.38531935,0
0.3798,0.7098,0.7572,-0.4444,-1.6048564,0.33592272,-1.0062499,-0.77085066,0
0.5415,6.0319,1.6825,-0.4612199999999999,-2.149561,-3.5709703,-0.7117501,-0.67165446,0
4.0524,5.6802,-1.9693,0.026279,-5.40346,-2.5345469,1.4677526,0.0237141,0
4.7285,2.1065,-0.28305,1.5625,-6.626546,0.52373785,1.0830314,0.36477125,0
3.4359,0.6621600000000001,2.1041,1.8922,-5.8641534,0.03304115,-1.0770248,0.42049676,0
0.86816,10.2429,-1.4912,-4.0082,-2.1368318,-4.426168,0.95543754,-0.37212795,0
3.359,9.8022,-3.8209,-3.7133,-4.379893,-3.5245326,1.4394354,-0.117539026,0
3.6702,2.9942,0.85141,0.30688,-6.2291737,0.110290304,-0.625657,0.25097603,0
1.3349,6.1189,0.46497,0.49826,-2.4010549,-2.8865485,-0.17021681,1.0382837,0
3.1887,-3.4143,2.7742,-0.2026,-6.15974,1.3300823,-1.3114103,-0.38174027,0
2.4527,2.9653,0.20021,-0.0564789999999999,-6.442445,0.25188223,0.013970632,-0.10021907,0
3.9121,2.9735,0.92852,0.60558,-6.2260523,0.07978663,-0.6218572,0.27455842,0
3.9364,10.5885,-3.725,-4.3133,-4.379893,-3.5245326,1.4394354,-0.117539026,0
3.9414,-3.2902,3.1674,1.0866,-5.889294,1.33142,-1.5985117,0.47620285,0
3.6922,-3.9585,4.3439,1.3517,-5.8438907,1.3158412,-1.6283357,0.47620285,0
5.681,7.795,-2.6848,-0.92544,-4.5938067,-3.3292994,1.4329888,-0.23882695,0
0.7712399999999999,9.0862,-1.2281,-1.4996,-1.9830219,-4.5348473,0.53049994,-0.5461762,0
3.5761,9.7753,-3.9795,-3.4638,-4.41033,-3.5245326,1.611561,-0.117539026,0
1.602,6.1251,0.5292399999999999,0.47886,-3.282382,-2.8519883,-0.43731195,0.58331895,0
2.6682,10.216,-3.4414,-4.0069,-4.379893,-3.5245326,1.4394354,-0.117539026,0
2.0007,1.8644,2.6491,0.4736899999999999,-5.289696,-0.15694629,-1.93267,0.22609815,0
0.64215,3.1287,4.2933,0.6469600000000001,-2.019476,-0.43034744,-3.7783632,0.67028904,0
4.3848,-3.0729,3.0423,1.2741,-5.9988112,1.3578192,-1.4651332,0.47620285,0
0.77445,9.0552,-2.4089,-1.3884,-1.1955601,-5.1634064,2.3855429,-0.29571366,0
0.96574,8.392999999999999,-1.361,-1.4659,-2.4427533,-4.233632,0.38503593,-0.53525174,0
3.0948,8.7324,-2.9007,-0.96682,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
4.9362,7.6046,-2.3429,-0.8530200000000001,-4.802721,-3.150391,1.4629947,-0.23882695,0
-1.9458,11.2217,1.9079,-3.4405,2.197015,-6.9866633,-0.77428764,-0.08691546,0
5.7403,-0.4428399999999999,0.38015,1.3763,-6.6278076,0.58283496,-0.23813114,0.50221163,0
-2.6989,12.1984,0.67661,-8.5482,3.0902052,-6.629692,0.20650731,-0.087154865,0
1.1472,3.5985,1.9387,-0.43406,-3.7031162,0.006969936,-2.3128273,-0.522388,0
2.9742,8.96,-2.9024,-1.0379,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
4.5707,7.2094,-3.2794,-1.4944,-5.059808,-2.9324367,1.5083957,-0.2450952,0
0.1848,6.5079,2.0133,-0.8724200000000001,-0.7969662,-4.239567,-1.1246378,-0.45828438,0
0.87256,9.2931,-0.7843,-2.1978,-2.39146,-4.208504,0.327451,-0.41396385,0
0.39559,6.8866,1.0588,-0.67587,-2.1523695,-3.6132085,-0.666703,-0.67165446,0
3.8384,6.1851,-2.0439,-0.033204,-5.110561,-2.7794962,1.4258636,0.017653245,0
2.8209,7.3108,-0.81857,-1.8784,-5.153041,-2.751402,0.42943567,-0.30025363,0
2.5817,9.7546,-3.1749,-2.9957,-4.379893,-3.5245326,1.4394354,-0.117539026,0
3.8213,0.23175,2.0133,2.0564,-5.8641534,0.03304115,-1.0770248,0.42049676,0
0.3798,0.7098,0.7572,-0.4444,-1.6048564,0.33592272,-1.0062499,-0.77085066,0
3.4893,6.69,-1.2042,-0.3875099999999999,-5.306978,-2.6070402,0.43901116,-0.30025363,0
-1.7781,0.8546,7.1303,0.027572,3.2730076,-2.0087163,-4.5578136,-0.03166903,0
2.0962,2.4769,1.9379,-0.040962,-5.3415413,-0.07894261,-1.5117495,-0.100184515,0
0.94732,-0.57113,7.1903,-0.67587,-2.5464756,-0.019921334,-3.970655,-0.45852476,0
2.8261,9.4007,-3.3034,-1.0509,-4.379893,-3.5496602,1.4394354,-0.23882695,0
0.007125,8.3661,0.50781,-3.8155,-0.56800604,-5.6008654,-0.0073624663,-0.2997296,0
0.96788,7.1907,1.2798,-2.4565,-3.2044642,-2.748044,-1.1296471,-0.52347654,0
4.7432,2.1086,0.1368,1.6543,-6.7106686,0.41635117,0.7090761,0.36905402,0
3.6575,7.2797,-2.2692,-1.144,-4.892621,-2.9876115,1.4024441,-0.2511556,0
3.8832,6.4023,-2.432,-0.98363,-5.1163087,-2.8594124,1.4918721,-0.2450952,0
3.4776,8.811,-3.1886,-0.92285,-4.4369564,-3.4925969,1.4394354,-0.23882695,0
1.1315,7.9212,1.093,-2.8444,-2.8119476,-3.277749,-1.1802293,-0.5164728,0
2.8237,2.8597,0.1967799999999999,0.57196,-6.550024,0.23724873,0.09679578,0.27311504,0
1.9321,6.0423,0.26019,-2.053,-4.749309,-2.2438319,-0.487413,-0.20600314,0
3.0632,-3.3315,5.1305,0.8267,-5.8229914,1.3090338,-1.6710546,0.47620285,0
-1.8411,10.8306,2.769,-3.0901,2.2062438,-6.774284,-0.9990402,-0.08377147,0
2.8084,11.3045,-3.3394,-4.4194,-4.379893,-3.5245326,1.4394354,-0.117539026,0
2.5698,-4.4076,5.9856,0.078002,-5.802416,1.2237823,-1.7574604,-0.09053739,0
-0.12624,10.3216,-3.7121,-6.1185,-0.36544576,-6.77207,1.9872046,-0.15027457,0
3.3756,-4.0951,4.367,1.0698,-5.8438907,1.3158412,-1.6283357,0.47620285,0
-0.0480079999999999,-1.6037,8.4756,0.75558,-0.030844007,0.6719765,-4.6181774,0.6162287,0
0.5706,-0.0248,1.2421,-0.5621,-2.1859396,0.2889198,-1.0912049,-0.784325,0
0.88444,6.5906,0.55837,-0.44182,-3.2293055,-2.8150644,-0.69759446,-0.63539505,0
3.8644,3.7061,0.70403,0.35214,-6.3563657,0.13961996,-0.5263515,0.24953265,0
1.2999,2.5762,2.0107,-0.18967,-3.7514436,0.02463857,-2.2821686,-0.522388,0
2.0051,-6.8638,8.132,-0.2401,-5.3675103,1.8312502,-2.3583012,-0.37553763,0
4.9294,0.2772699999999999,0.20792,0.33662,-6.5763083,0.2909155,0.092996016,0.24953265,0
2.8297,6.3485,-0.73546,-0.58665,-5.306978,-2.6070402,0.43901116,-0.30025363,0
2.565,8.633,-2.9941,-1.3082,-4.4204326,-3.4925969,1.4229119,-0.23882695,0
2.093,8.3061,0.022844,-3.2724,-4.0743237,-3.1902966,0.082535475,-0.17269747,0
4.6014,5.6264,-2.1235,0.19309,-5.4761505,-2.5345469,1.4677541,0.09640306,0
5.0617,-0.35799,0.44698,0.99868,-6.6278076,0.58283496,-0.23813114,0.50221163,0
-0.2951,9.0489,-0.52725,-2.0789,-0.21524931,-6.547498,1.2234627,-0.205433,0
3.577,2.4004,1.8908,0.73231,-5.8432565,0.0024143234,-0.99288315,0.29289967,0
3.9433,2.5017,1.5215,0.903,-6.3017883,0.10373819,-0.56833667,0.47210103,0
2.6648,10.754,-3.3994,-4.1685,-4.379893,-3.5245326,1.4394354,-0.117539026,0
5.9374,6.1664,-2.5905,-0.36553,-5.1965213,-2.7995913,1.5122633,-0.2450952,0
2.0153,1.8479,3.1375,0.42843,-4.939534,-0.26830444,-2.329074,0.22609815,0
5.8782,5.9409,-2.8544,-0.60863,-5.1965213,-2.7995913,1.5122633,-0.2450952,0
-2.3983,12.606,2.9464,-5.7888,2.904829,-6.568223,-1.0428714,-0.060954172,0
1.7619999999999998,4.3682,2.1384,0.75429,-4.2535877,-0.20309779,-1.6048851,0.82556677,0
4.2406,-2.4852,1.608,0.7155,-6.607913,1.4724414,-0.35381907,0.4155265,0
3.4669,6.87,-1.0568,-0.73147,-5.306978,-2.6070402,0.43901116,-0.30025363,0
3.1896,5.7526,-0.18537,-0.3008699999999999,-5.696287,-2.3002496,0.43634012,-0.30025363,0
0.8135600000000001,9.1566,-2.1492,-4.1814,-1.7135993,-4.842296,1.7043068,-0.26403147,0
0.52855,0.96427,4.0243,-1.0483,-2.3742807,-0.25845903,-3.7682788,-0.5231714,0
2.1319,-2.0403,2.5574,-0.061652,-5.542223,1.4385456,-1.5867146,-0.1110747,0
0.33111,4.5731,2.057,-0.18967,-1.919779,-0.6899092,-2.0117624,-0.54927814,0
1.2746,8.8172,-1.5323,-1.7957,-2.405573,-4.369292,0.90679663,-0.49341583,0
2.2091,7.4556,-1.3284,-3.3021,-4.5320306,-2.8844357,0.31987795,-0.1730039,0
2.5328,7.528,-0.4192899999999999,-2.6478,-5.1091585,-2.7724543,0.42577165,-0.1730039,0
3.6244,1.4609,1.3501,1.9284,-6.3017883,0.10373819,-0.56833667,0.47210103,0
-1.3885,12.5026,0.69118,-7.5487,1.8565856,-6.846233,0.19643708,-0.12645611,0
5.7227,5.8312,-2.4097,-0.24527,-5.4874,-2.5526216,1.5561726,-0.2450952,0
3.3583,10.3567,-3.7301,-3.6991,-4.379893,-3.5245326,1.4394354,-0.117539026,0
2.5227,2.2369,2.7236,0.79438,-5.7483697,-0.050159164,-1.5490353,0.40518034,0
0.045304,6.7334,1.0708,-0.9332,-0.67369723,-4.3251762,-0.49207652,-0.48323065,0
4.8278,7.7598,-2.4491,-1.2216,-4.75988,-3.1806998,1.4504626,-0.23882695,0
1.9476,-4.7738,8.527000000000001,-1.8668,-4.66561,1.3312126,-2.560163,-0.37553763,0
2.7659,0.6621600000000001,4.1494,-0.28406,-5.3877873,-0.14706619,-2.0130534,-0.36770606,0
-0.1064799999999999,-0.76771,7.7575,0.64179,-0.16760784,0.53845906,-4.671155,0.34905028,0
0.7225199999999999,-0.053811,5.6703,-1.3509,-2.7601063,0.015114842,-3.620868,-0.50509185,0
4.2475,1.4816,-0.48355,0.95343,-6.6083283,0.52373785,1.150003,0.36477125,0
3.9772,0.33521,2.2566,2.1625,-5.7715325,-0.026996078,-1.5490353,0.40518034,0
3.6667,4.302,0.55923,0.33791,-6.2379065,0.029370781,-0.29900157,0.24953265,0
2.8232,10.8513,-3.1466,-3.9784,-4.379893,-3.5245326,1.4394354,-0.117539026,0
-1.4217,11.6542,-0.057699,-7.1025,1.7832657,-7.024518,0.9226219,-0.095899165,0
4.2458,1.1981,0.66633,0.94696,-6.498012,0.18627092,-0.21764201,0.47065765,0
4.1038,-4.8069,3.3491,-0.49225,-6.133789,1.5276886,-1.6925681,-0.38174027,0
1.4507,8.7903,-2.2324,-0.65259,-1.9252771,-4.8424835,1.6556658,-0.38531935,0
3.4647,-3.9172,3.9746,0.36119,-5.870342,1.2640588,-1.6574004,0.19962509,0
1.8533,6.1458,1.0176,-2.0401,-4.6197124,-2.3094535,-0.95841956,-0.20789273,0
3.5288,0.71596,1.9507,1.9375,-5.8641534,0.03304115,-1.0770248,0.42049676,0
3.9719,1.0367,0.75973,1.0013,-6.324951,0.12690128,-0.56833667,0.47210103,0
3.534,9.3614,-3.6316,-1.2461,-4.379893,-3.5496602,1.4394354,-0.23882695,0
3.6894,9.887,-4.0788,-4.3664,-4.3413367,-3.520785,1.8689742,-0.117539026,0
3.0672,-4.4117,3.8238,-0.81682,-5.847432,1.2376512,-1.6888869,-0.38174027,0
2.6463,-4.8152,6.3549,0.003003,-5.734438,1.443586,-2.0397143,-0.0960653,0
2.2893,3.733,0.6312,-0.39786,-5.726077,0.14401391,-0.59674907,-0.39380908,0
1.5673,7.9274,-0.056842,-2.1694,-2.8168619,-3.8834848,0.1072654,-0.41396385,0
